
1125,0,75,70
1139,0,74,70
1154,0,73,70
1169,0,74,70
1183,0,74,70
1198,0,75,70
1212,0,74,70
1226,0,73,70
1242,0,72,70
1256,0,74,70
1270,0,75,70
1285,0,75,70
1299,0,74,70
1314,0,74,70
1329,0,73,70
1343,0,74,70
1357,0,75,70
1373,0,75,70
1387,0,74,70
1401,0,74,70
1416,0,74,70
1430,0,74,70
1445,0,74,70
1460,0,74,70
1474,0,74,70
1488,0,74,70
1504,0,74,70
1518,0,74,70
1532,0,74,70
1547,0,73,70
1561,0,74,70
1576,0,76,70
1591,0,75,70
1605,0,73,70
1619,0,72,70
1635,0,73,70
1649,0,75,70
1664,0,75,70
1678,0,75,70
1692,0,74,70
1708,0,74,70
1722,0,74,70
1736,0,76,70
1751,0,75,70
1765,0,75,70
1780,0,74,70
1795,0,74,70
1809,0,75,70
1823,0,75,70
1839,0,73,70
1853,0,72,70
1867,0,73,70
1882,0,75,70
1896,0,74,70
1911,0,74,70
1926,0,73,70
1940,0,73,70
1954,0,74,70
1970,0,74,70
1984,0,75,70
1998,0,75,70
2013,0,75,70
2027,0,75,70
2042,0,75,70
2057,0,75,70
2071,0,74,70
2085,0,73,70
2101,0,74,70
2115,0,74,70
2129,0,74,70
2144,0,73,70
2158,0,73,70
2173,0,73,70
2188,0,75,70
2202,0,76,70
2216,0,74,70
2231,0,73,70
2246,0,73,70
2260,0,75,70
2275,0,76,70
2289,0,75,70
2305,0,74,70
2319,0,73,70
2333,0,74,70
2348,0,74,70
2362,0,74,70
2377,0,73,70
2392,0,73,70
2406,0,74,70
2420,0,74,70
2436,0,73,70
2450,0,73,70
2464,0,74,70
2479,0,74,70
2493,0,75,70
2508,0,75,70
2523,0,74,70
2537,0,74,70
2551,0,75,70
2567,0,75,70
2581,0,74,70
2595,0,73,70
2610,0,74,70
2624,0,74,70
2639,0,74,70
2654,0,74,70
2668,0,74,70
2682,0,74,70
2697,0,74,70
2712,0,73,70
2726,0,74,70
2741,0,74,70
2755,0,74,70
2770,0,75,70
2785,0,74,70
2799,0,74,70
2813,0,74,70
2828,0,74,70
2843,0,74,70
2857,0,74,70
2872,0,74,70
2886,0,74,70
2902,0,74,70
2916,0,74,70
2930,0,73,70
2945,0,74,70
2959,0,74,70
2974,0,74,70
2989,0,74,70
3003,0,74,70
3017,0,74,70
3033,0,74,70
3047,0,74,70
3061,0,74,70
3076,0,74,70
3090,0,74,70
3105,0,74,70
3120,0,74,70
3134,0,74,70
3148,0,74,70
3163,0,74,70
3178,0,74,70
3192,0,74,70
3207,0,74,70
3221,0,74,70
3236,0,74,70
3251,0,74,70
3265,0,74,70
3279,0,74,70
3294,0,73,70
3309,0,74,70
3323,0,73,70
3338,0,74,70
3352,0,74,70
3367,0,74,70
3382,0,74,70
3396,0,74,70
3410,0,75,70
3425,0,75,70
3440,0,74,70
3454,0,74,70
3469,0,75,70
3483,0,73,70
3499,0,74,70
3513,0,74,70
3527,0,73,70
3542,0,73,70
3556,0,73,70
3571,0,74,70
3586,0,74,70
3600,0,74,70
3614,0,74,70
3629,0,74,70
3644,0,74,70
3658,0,74,70
3673,0,74,70
3687,0,74,70
3702,0,74,70
3717,0,74,70
3731,0,74,70
3745,0,74,70
3760,0,74,70
3775,0,74,70
3789,0,74,70
3804,0,74,70
3818,0,75,70
3833,0,75,70
3848,0,74,70
3862,0,74,70
3876,0,74,70
3891,0,74,70
3906,0,74,70
3920,0,74,70
3935,0,73,70
