5,364
2715,364
2725,364
2737,364
2747,363
2757,364
2767,364
2778,364
2789,363
2799,364
2809,364
2820,363
2830,363
2840,363
2851,363
2862,363
2872,363
2882,363
2892,363
2903,363
2914,363
2924,364
2934,364
2945,364
2955,364
2966,363
2976,363
2987,363
2997,363
3007,364
3017,364
3028,363
3039,363
3049,363
3059,363
3069,363
3080,363
3091,363
3101,363
3111,364
3122,364
3132,364
3142,364
3153,364
3164,364
3174,364
3184,364
3194,364
3206,364
3216,364
3226,364
3236,364
3247,364
3257,364
3268,364
3278,364
3289,364
3299,364
3309,364
3319,364
3331,363
3341,364
3351,364
3361,363
3372,363
3383,363
3393,363
3403,363
3414,363
3424,363
3434,363
3445,363
3456,362
3466,362
3476,362
3486,362
3496,362
3508,362
3518,362
3528,362
3538,362
3549,362
3560,362
3570,362
3580,362
3591,362
3601,362
3611,362
3622,362
3633,363
3643,362
3653,362
3663,362
3674,362
3685,362
3695,362
3705,362
3716,362
3726,361
3737,361
3747,361
3758,361
3768,361
3778,360
3788,360
3800,360
3810,360
3820,360
3830,359
3841,359
3851,359
3862,359
3872,359
3883,359
3893,359
3903,359
3914,359
3924,359
3935,359
3945,359
3955,359
3965,359
3977,359
3987,359
3997,359
4007,359
4018,359
4028,359
4039,359
4049,359
4060,359
4070,359
4080,359
4091,359
4102,359
4112,359
4122,359
4132,359
4143,359
4154,359
4164,359
4174,359
4185,359
4195,359
4205,359
4216,359
4227,359
4237,359
4247,359
4257,359
4269,359
4279,359
4289,359
4299,359
4310,359
4320,359
4331,359
4341,359
4352,359
4362,359
4372,359
4382,359
4393,359
4404,359
4414,359
4424,359
4434,359
4445,359
4456,359
4466,359
4476,359
4487,359
4497,359
4508,359
4518,359
4529,359
4539,359
4549,359
4559,359
4571,359
4581,359
4591,359
4601,359
4612,359
4622,359
4633,359
4643,359
4654,359
4664,359
4674,359
4685,359
4696,359
4706,359
4716,359
4726,359
4737,359
4748,359
4758,359
4768,359
4779,359
4789,359
4799,359
4810,359
4820,359
4831,359
4841,359
4851,359
4862,359
4873,359
4883,359
4893,359
4903,359
4914,359
4925,359
4935,359
4945,359
4956,359
4966,360
4976,359
4987,359
4998,359
5008,359
5018,359
5028,359
5040,359
5050,359
5060,359
5070,359
5081,359
5091,359
5102,359
5112,359
5123,359
5133,359
5143,359
5153,359
5165,359
5175,359
5185,359
5195,359
5206,359
5216,359
5227,359
5237,359
5248,359
5258,359
5268,359
5279,359
5289,359
5300,359
5310,359
5320,359
5330,359
5342,359
5352,359
5362,359
5372,359
5383,359
5393,359
5404,359
5414,359
5425,359
5435,359
5445,359
5456,359
5467,359
5477,359
5487,359
5497,359
5508,359
5519,359
5529,359
5539,359
5550,359
5560,359
5570,359
5581,359
5592,359
5602,359
5612,359
5622,359
5634,359
5644,359
5654,359
5664,359
5675,359
5685,359
5696,359
5706,359
5716,359
5727,359
5737,359
5747,359
5758,359
5769,359
5779,359
5789,359
5799,359
5811,359
5821,359
5831,359
5841,359
5852,359
5862,359
5873,359
5883,359
5894,359
5904,359
5914,359
5924,359
5936,359
5946,359
5956,359
5966,359
5977,359
5988,359
5998,359
6008,359
6019,359
6029,359
6039,359
6050,359
6061,359
6071,359
6081,360
6091,360
6102,359
6113,359
6123,359
6133,359
6144,359
6154,359
6164,359
6175,359
6185,359
6196,359
6206,359
6216,359
6227,359
6238,359
6248,359
6258,359
6268,359
6279,359
6290,359
6300,359
6310,359
6321,359
6331,359
6341,359
6352,359
6363,359
6373,359
6383,359
6393,359
6405,359
6415,359
6425,359
6435,359
6446,359
6456,359
6467,359
6477,359
6488,359
6498,359
6508,359
6518,359
6530,359
6540,359
6550,359
6560,359
6571,359
6582,359
6592,359
6602,359
6612,359
6623,359
6633,359
6644,359
6654,359
6665,359
6675,359
6685,359
6695,359
6707,359
6717,359
6727,359
6737,359
6748,360
6758,360
6769,359
6779,360
6790,360
6800,359
6810,359
6821,359
6832,359
6842,359
6852,359
6862,359
6873,360
6884,360
6894,360
6904,361
6915,361
6925,360
6935,360
6946,360
6957,360
6967,360
6977,359
6987,359
6999,359
7009,359
7019,359
7029,360
7040,360
7050,359
7061,359
7071,360
7081,360
7092,360
7102,360
7112,360
7123,361
7134,361
7144,360
7154,360
7164,360
7175,359
7186,359
7196,359
7206,360
7217,360
7227,360
7238,360
7248,360
7259,360
7269,359
7279,360
7289,360
7301,360
7311,360
7321,360
7331,360
7342,360
7352,360
7363,360
7373,360
7384,360
7394,360
7404,360
7415,359
7426,359
7436,359
7446,359
7456,359
7467,359
7478,359
7488,360
7498,360
7508,360
7519,360
7529,360
7540,360
7550,360
7561,360
7571,360
7581,360
7592,360
7603,360
7613,360
7623,360
7633,359
7644,360
7655,360
7665,360
7675,360
7686,360
7696,360
7706,360
7717,360
7728,360
7738,361
7748,361
7758,361
7769,360
7780,360
7790,360
7800,360
7811,360
7821,360
7832,360
7842,360
7853,360
7863,360
7873,360
7883,360
7895,360
7905,360
7915,360
7925,360
7936,361
7946,361
7957,361
7967,361
7977,362
7988,362
7998,361
8009,361
8019,361
8030,361
8040,361
8050,361
8060,361
8072,362
8082,362
8092,362
8102,362
8113,362
8123,362
8134,362
8144,362
8155,362
8165,362
8175,362
8186,363
8197,363
8207,363
8217,363
8227,362
8238,362
8249,362
8259,362
8269,362
8280,362
8290,362
8300,362
8311,362
8322,363
8332,362
8342,362
8352,362
8364,363
8374,363
8384,363
8394,363
8404,363
8415,363
8426,363
8436,363
8446,363
8457,363
8467,363
8477,363
8488,363
8499,363
8509,362
8519,363
8529,363
8541,363
8551,363
8561,363
8571,363
8582,363
8592,363
8603,363
8613,363
8624,363
8634,363
8644,363
8654,363
8666,363
8676,363
8686,363
8696,363
8707,363
8717,363
8728,362
8738,362
8749,363
8759,362
8769,363
8780,363
8791,363
8801,363
8811,363
8821,363
8832,363
8843,363
8853,363
8863,363
8873,363
8884,363
8894,363
8905,363
8915,363
8926,362
8936,362
8946,362
8957,362
8968,362
8978,362
8988,363
8998,363
9009,363
9020,363
9030,363
9040,363
9051,363
9061,363
9071,363
9082,362
9093,362
9103,363
9113,362
9123,363
9135,362
9145,362
9155,362
9165,362
9176,362
9186,362
9197,363
9207,363
9218,363
9228,363
9238,363
9248,363
9260,363
9270,363
9280,363
9290,363
9300,363
9311,363
9322,362
9332,362
9342,363
9353,363
9363,363
9374,363
9384,363
9395,363
9405,362
9415,362
9425,363
9437,363
9447,363
9457,363
9467,363
9478,363
9488,363
9499,363
9509,363
9520,363
9530,363
9540,363
9551,363
9562,363
9572,363
9582,363
9592,363
9603,363
9614,363
9624,363
9634,363
9645,363
9655,363
9665,363
9676,363
9687,363
9697,363
9707,363
9717,362
9729,363
9739,362
9749,362
9759,362
9769,362
9780,362
9791,362
9801,362
9811,362
9822,362
9832,362
9842,362
9853,362
9864,362
9874,362
9884,362
9894,362
9906,362
9916,362
9926,362
9936,362
9947,362
9957,362
9968,362
9978,362
9989,362
9999,362
10009,362
10019,362
10031,362
10041,362
10051,362
10061,362
10073,362
10083,362
10093,362
10103,362
10114,362
10125,362
10135,362
10145,362
10156,362
10166,362
10177,362
10187,362
10198,362
10208,362
10218,362
10229,362
10240,362
10250,362
10260,362
10270,362
10281,362
10292,362
10302,362
10312,362
10323,362
10334,362
10344,362
10354,363
10364,363
10376,363
10386,362
10396,362
10406,363
10417,363
10428,362
10438,362
10448,362
10459,362
10469,363
10480,362
10490,362
10501,362
10511,363
10522,362
10532,362
10543,362
10553,362
10563,362
10574,362
10585,362
10595,362
10605,363
10615,362
10628,362
10639,363
10650,362
10661,362
10673,362
10684,362
10696,362
10707,362
10719,362
10730,362
10741,362
10753,362
10765,362
10776,362
10787,362
10799,362
10810,362
10821,362
10833,362
10845,362
10856,362
10867,362
10878,362
10890,362
10902,362
10913,362
10925,362
10936,362
10947,362
10959,362
10971,362
10982,362
10993,362
11004,362
11016,362
11028,362
11039,362
11051,362
11062,362
11073,362
11084,362
11097,362
11108,362
11119,362
11130,362
11142,362
11153,362
11165,362
11176,362
11188,362
11199,362
11210,362
11222,362
11234,362
11245,362
11256,362
11268,362
11279,362
11290,362
11302,362
11314,361
11325,361
11336,362
11347,362
11360,362
11371,362
11382,362
11394,362
11405,362
11416,362
11428,362
11440,362
11451,362
11462,362
11473,362
11485,362
11497,362
11508,362
11520,362
11531,361
11542,362
11553,362
11566,361
11577,362
11588,361
11599,362
11611,362
11622,361
11634,362
11645,362
11657,361
11668,362
11679,362
11692,361
11703,362
11714,361
11725,362
11737,362
11748,362
11760,362
11771,361
11783,361
11794,362
11805,362
11816,362
11829,362
11840,362
11851,362
11863,361
11874,361
11885,362
11897,361
11909,361
11920,362
11931,362
11942,362
11954,361
11966,361
11977,362
11988,361
12000,362
12011,362
12022,361
12035,362
12046,362
12057,362
12068,362
12080,362
12092,362
12103,362
12114,362
12126,362
12137,362
12148,361
12161,361
12172,361
12183,361
12194,362
12206,361
12217,362
12229,361
12240,361
12252,361
12263,361
12274,362
12285,361
12298,362
12309,362
12320,362
12332,361
12343,361
12354,361
12366,361
12378,361
12389,361
Valve opened
12414,361
12427,361
12438,361
12449,361
12461,361
12472,362
12483,361
12495,361
12507,362
12518,361
12529,361
12540,361
12552,361
12564,361
12575,361
12587,361
12598,361
12609,361
12620,361
12633,361
12644,361
12655,361
12666,361
12678,361
12690,361
12701,361
12712,361
12724,361
12735,361
12746,361
12759,361
12770,361
12781,361
12792,361
12804,361
12815,361
12827,361
12838,361
12850,361
12861,361
12872,361
12883,361
12896,361
12907,362
12918,362
12930,361
12941,361
12952,361
12964,361
12976,362
12987,362
12998,361
13009,362
13021,362
13033,362
13044,362
13056,362
13067,362
13078,361
13090,361
13102,361
13113,361
13124,361
13135,361
13147,361
13159,361
13170,361
13181,360
13193,360
13204,360
13215,360
13228,360
13239,360
13250,360
13261,360
13273,360
13284,360
13296,359
13307,359
13319,359
13330,359
13341,359
13352,359
13365,359
13376,359
13387,359
13399,359
13410,359
13422,359
13433,359
13445,359
13456,359
13467,359
13478,359
13491,359
13502,359
13513,359
13524,359
13536,359
13547,359
13559,359
13571,359
13582,359
13593,359
13604,359
13616,359
13628,359
13639,359
13650,359
13662,359
13673,359
13684,359
13697,359
13708,359
13719,359
13730,359
13742,360
13753,360
13765,360
13776,360
13788,359
13799,359
13810,359
13822,359
13834,360
13845,359
13856,359
13868,359
13879,359
13891,359
13902,359
13914,359
13925,359
13936,359
13947,359
13960,359
13971,359
13982,359
13993,359
14005,359
14016,359
14028,359
14040,359
14051,359
14062,359
14073,359
14085,359
14097,359
14108,359
14119,359
14131,359
14142,359
14154,359
14166,359
14177,359
14188,359
14199,359
14211,359
14223,359
14234,359
14245,359
14257,359
14268,359
14279,359
14291,359
14303,359
14314,359
14325,359
14337,359
14348,359
14360,359
14371,359
14383,359
14394,359
14405,359
14416,359
14429,359
14440,359
14451,359
14462,359
14474,359
14485,359
14497,358
14509,359
14520,359
14531,359
14542,359
14555,359
14566,359
14577,359
14588,359
14600,359
14611,359
14623,359
14635,359
14646,359
14657,359
14668,359
14680,359
14692,359
14703,358
14714,359
14726,362
14737,370
14748,367
14760,365
14772,368
14783,367
14794,362
14806,362
14817,362
14829,359
14840,363
14852,364
14863,359
14874,360
14886,357
14898,357
14909,356
14920,356
14931,357
14943,367
14955,369
14966,366
14978,361
14989,360
15000,356
15011,354
15024,356
15035,358
15046,360
15057,361
15069,360
15080,360
15092,361
15104,362
15115,360
15126,361
15137,361
15149,359
15161,361
15172,358
15183,353
15195,354
15206,355
15217,359
15229,363
15241,365
15252,364
15263,362
15275,360
15287,359
15298,359
15309,358
15321,358
15332,362
15343,369
15355,372
15367,371
15378,370
15389,367
15400,365
15412,362
15424,359
15435,362
15447,359
15458,359
15469,359
15480,355
15493,356
15504,357
15515,360
15526,356
15538,365
15549,369
15561,371
15572,374
15584,365
15595,363
15606,363
15619,362
15630,357
15641,364
15652,369
15664,369
15675,366
15687,363
15698,362
15710,363
15721,365
15732,365
15744,364
15756,359
15767,359
15778,362
15790,360
15801,361
15812,363
15824,366
15836,371
15847,373
